product.id;product.external_id;product.tiny_name;product.base_id;klass.name;klass.name_ru;klass.name_en;klass.name_es;klass.name_tr;product.size_name;package_type.code;klass.is_other;product.is_active;brand_owner.name;product_category.name;brand.name;subbrand.name;subbrand.name_ru;subbrand.name_en;subbrand.name_es;subbrand.name_tr;product.width;product.height;product.barcode;product.miniature_product;product.packing_size;product.external_base_id;product.name_client;klass.miniature;legacy.confirmedBoxes;legacy.unConfirmedBoxes;dset.confirmedBoxes;dset.unConfirmedBoxes;product.is_used_in_price_algorithm;product.created_at;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03D0180A-D7AB-435A-A9EE-B589E1F225CF;;OakOrV0.5;;Oakheart Other Rum;;;;;0.5;vap;1;0;Bacardi RUS;Ром_bel;Oakheart;Original;;;;;15.00;25.86;;;1;;;;2;0;1;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03F93D10-D93D-4CD4-A2FB-AF7BFD43A028;;KizKiB0.5;;Кизлярка КИЗИЛОВАЯ;;;;;0.5;gb;1;0;ККЗ;Водка_bel;Кизлярка;КИЗИЛОВАЯ;;;;;6.00;29.50;;;1;;;кизлярка кизиловая.png;91;1;56;1;1;28.06.2018 10:42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0458581F-8418-4CFA-9C93-13DF7A35F714;;GorDgB1.0;;Gordon's Dry Gin;;;;;1.0;gb;1;0;Mey & Diageo;Джины и др._bel;Gordons Cin;Dry Gin;;;;;9.00;32.00;;0df1a4c2d98b2630c8efe009cc9f8d95.png;1;;;gordons dry gin gb.jpg;107;7;41;10;1;15.07.2018 20:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04974FE1-0B13-400E-ABD9-3BA9336ACD44;;ZDoTRB0.25;;Зимняя дорога традиционная;;;;;0.25;gb;1;0;Beluga;Водка_bel;Зимняя Дорога;традиционная;;;;;06.окт;23.окт;;;1;;;image293.png;26;11;3;9;1;04.06.2018 14:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0498C41B-C8C4-4545-B04E-697D68A6BE80;;OthDzB1.0;;Other gin;;;;;1.0;gb;1;0;Other alcoholic drinks;Джины и др._bel;Other alcoholic drink;Gin;;;;;авг.50;32.00;;;1;;;824931344.jpg;182;2;40;5;1;07.05.2018 21:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0530CCF8-EF1A-4F1B-BB81-3A331966E73F;;Mac12B0.7;;Macallan 12 y.o.;;;;;0.7;gb;1;0;The Edrington Group;Виски_bel;Macallan;12 y.o.;;;;;8.00;29.00;;;1;;;macallan 12 gb.jpg;93;2;3;1;1;07.05.2018 21:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05A53C15-6896-4B69-9975-94791E3C361F;;CraOwV0.7;;Craigellachie Other Whiskey;;;;;0.7;vap;1;0;Bacardi RUS;Виски_bel;Craigellachie;Other Whiskey;;;;;9.00;27.00;;;1;;;;0;0;0;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05c69a55-2d15-4e82-899e-f18115c90a2e;;BBeBBp1PC;;ДМП_Брендированные ДМП (Бары)_Белая Березка;;;;;1PC;posm;1;0;АСГ;;Белая Березка;ДМП_Брендированные ДМП (Бары)_Белая Березка;;;;;5.00;10.00;;;1;;;;0;0;0;0;1;06.05.2026 9:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06DB3E19-D3B5-414B-BEAB-33DE4B425CE5;;Tai__B0.7;;Тайга Платинум;;;;;0.7;gb;1;0;Сарапульский  ЛВЗ;Водка_bel;Тайга;Платинум;;;;;июл.50;29.00;;;1;;;тайга платинум.png;29;3;19;2;1;28.06.2018 10:53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
074EA8CF-E18B-4CC4-863C-DA78EB5376AE;;Abe__C0.7;;Aberfeldy 21 y.o.;;;;;0.7;cardboard_box;1;0;Bacardi RUS;Виски_bel;Aberfeldy;21 y.o.;;;;;сен.44;21.окт;5,00028E+12;;1;;;Aberfeldy 21 y.o. 0.7L GB.jpeg;88;16;4;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0793b8c2-a3a3-473a-b7da-2aedd21fba8b;;HRHAp1PC;;Активность_Кросс-промо_Harat`s;;;;;1PC;posm;1;0;АСГ;;Harats;Активность_Кросс-промо_Harat`s;;;;;5.00;10.00;;;1;;;;0;0;0;0;1;08.05.2026 6:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
080F551E-F6EC-4021-ABEC-2FB3C367FFCC;;Gre__R0.7;;Grey Goose 0.7L tube IBM;;;;;0.7;round_box;1;0;Bacardi RUS;Водка_bel;Grey Goose;IBM;;;;;авг.54;34.40;;;1;;;Grey Goose 0.7L tube IBM.png;331;26;9;0;1;11.05.2018 21:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08F419A3-DDC7-4F3A-A823-2AE721EBEC69;;GreUsB0.7;;Green Day Ultra soft;;;;;0.7;gb;1;0;Алеф-Виналь;Водка_bel;Green Day;Ultra soft;;;;;июл.50;28.00;;;1;;;g2-1.jpg;71;5;1;0;1;12.09.2018 10:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0965B78E-1F3D-458B-A103-0A1B2FDB747E;;Smi№2B0.5;;Смирновъ №21;;;;;0.5;gb;1;0;Саранский ЛВЗ;Водка_bel;Смирновъ;№21;;;;;7.00;26.50;;;1;;;Смирнов.png;435;10;224;10;1;28.06.2018 11:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09745175-8011-405F-A4D7-554727AA19DF;;ZMaTRB0.375;;Зеленая Марка Традиционная;;;;;0.375;gb;1;0;ROUST;Водка_bel;Зеленая Марка;Традиционная;;;;;06.окт;22.00;;;1;;;image209.png;21;2;14;6;1;09.08.2018 18:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09FE74E2-7C28-417E-983E-6811AAB75F44;;OthOwV0.75;;Other Wine;;;;;0.75;vap;1;0;Other alcoholic drinks;Вино_bel;Other alcoholic drink;Other Wine;;;;;15.00;30.00;;;1;;;;26;5;10;0;1;07.05.2018 13:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0B351259-4AEC-410A-AE90-63CEAF2C7364;;RBrOwB0.7;;Royal Brackla Other Whiskey;;;;;0.7;gb;1;0;Bacardi RUS;Виски_bel;Royal Brackla;Other Whiskey;;;;;авг.50;32.23;;;1;;;;0;0;0;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0E0AFFE3-CDDD-408C-B2E7-0A88157C57B2;;PrpDEB0.7;;Перепелка Деревенская;;;;;0.7;gb;1;0;Баядера;Водка_bel;Перепелка;Деревенская;;;;;11.00;24.00;;;1;;;f929e4b81c9bb232bf0a82c722fe1205.jpg;40;2;18;3;1;04.06.2018 13:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0F768AFD-2798-4EBE-90D4-9F5D7268AEE0;;Ota__R0.7;;Baron Otard VSOP MB;;;;;0.7;round_box;1;0;Bacardi RUS;Коньяк_bel;Baron Otard;VSOP MB;;;;;13.60;27.окт;;;1;;;Baron Otard VSOP 0.7L MB.png;95;1;1;1;1;11.05.2018 21:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105E703F-AD2F-4DF3-9615-AC6FB70DEE3A;;JamIwB0.35;;Jameson;Jameson;Jameson;Jameson;Jameson;0.35;gb;1;0;Pernod Ricard;Виски_bel;Jameson;Irish Whiskey;;;;;июн.20;25.окт;;;1;;;68d9f035212d81b1f482c807db44c600.jpg;225;16;93;2;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10F125D0-5CC1-4BE4-9364-FE4544E438E6;;BelLNB0.5;;Беленькая Люкс New Year;;;;;0.5;gb;1;0;Beluga;Водка_bel;Беленькая;Люкс New Year;;;;;9.00;30.00;;;1;;;беленькая нг.png;42;3;24;3;1;07.05.2018 13:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10FEEE0F-4BB4-4CAB-976A-58F699FCD45A;;WHo__B0.35;;White Horse 0,35л;;;;;0.35;gb;1;0;Mey & Diageo;Виски_bel;White Horse;__ 0,35л;;;;;авг.50;20.00;;;1;;;viski-white-horse-035l.jpg;149;8;13;0;1;30.04.2018 9:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131E1A6F-EF77-4F76-A67E-8787F76A28D9;;WHo__B4.5;;White Horse;;;;;04.май;gb;1;0;Mey & Diageo;Виски_bel;White Horse;_;;;;;18.00;51.00;;;1;;;White Horse 0.5L.jpg;126;8;25;1;1;13.03.2018 9:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13985115-6F1A-4612-A28D-5FAE5F6C0BB1;;VysPlB0.5;;Высота Премиум Люкс;;;;;0.5;gb;1;0;Капитал Сити;Водка_bel;Высота;Премиум Люкс;;;;;6.00;28.00;;vysota.jpg;1;;;31292bd86b1882013e186e065fd0e457.jpg;43;2;16;0;1;28.06.2018 11:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13B27802-C6F7-4633-90C1-908E8B288727;;GanPdB0.75;;Gancia Prosecco Dry;;;;;0.75;gb;1;0;Gancia;Вино игристое_bel;Gancia;Prosecco Dry;;;;;сен.50;31.00;;;1;;;2f18006c566f39bc9395ee11f92124ca.png;321;14;94;7;1;07.05.2018 21:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14ADEB34-EC2C-4746-8D1C-6360DB093E6F;;Oth__V0.5;;Other alcoholic drink;;;;;0.5;vap;1;0;Other alcoholic drinks;Другие алкогольные напитки_bel;Other alcoholic drink;_;;;;;15.50;27.50;;;1;;;;181;11;131;11;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14F73DA4-EBC2-4506-9A6F-91B1B1DEDDFC;;MraBiC0.75;;Martini Asti;;;;;0.75;cardboard_box;1;0;Bacardi RUS;Вино игристое_bel;Martini;Asti;;;;;сен.50;30.50;8,00057E+12;;1;;;4738e5933dd92f2d39b76dab84676f88.png;622;8;70;6;1;11.05.2018 21:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15EA0489-4B95-4C49-9E5D-ADF1D183CC13;;CRe12C1.0;;Chivas Regal 12 y.o.;;;;;1.0;cardboard_box;1;0;Pernod Ricard;Виски_bel;Chivas Regal;12 y.o.;;;;;окт.50;25.00;;;1;;;Chivas Regal 12 y.o. 0.7L GB.jpg;760;73;31;7;1;13.03.2018 9:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169de2d4-7d98-492a-9f0d-e982918e84ac;;POzPOp1PC;;ДМП_Брендированное ДМП 1/4_Пять Озер;;;;;1PC;posm;1;0;АСГ;;Пять Озер;ДМП_Брендированное ДМП 1/4_Пять Озер;;;;;5.00;10.00;;;1;;;;0;0;0;0;1;08.05.2026 6:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173FE1BD-1012-48BB-B5A5-9CB8F9E7998F;;DewWlC1.0;;Dewar`s White Label;;;;;1.0;cardboard_box;1;0;Bacardi RUS;Виски_bel;Dewar`s;White Label;;;;;авг.57;31.85;5,00028E+12;;1;;;96dc6c150916651d271223261bf20724.jpg;27;6;1;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184AF09B-755B-4CEA-A84D-42C52D867486;;ShrWhB0.7;;Shark Tooth White;;;;;0.7;gb;1;0;Ладога;Ром_bel;Shark Tooth;White;;;;;7.00;30.50;;;1;;;4.png;151;59;4;0;1;21.05.2018 18:18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19973e69-e9ec-491f-90b1-10c507253e6d;;SibSIp1PC;;ДМП_Брендированные ДМП_Сиббиттер;;;;;1PC;posm;1;0;АСГ;;Сиббиттер;ДМП_Брендированные ДМП_Сиббиттер;;;;;5.00;10.00;;;1;;;;0;0;0;0;1;06.05.2026 9:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19B965CE-7F54-4527-877B-934F2C9B5128;;ZMaDrB0.5;;Зеленая Марка Другая;;;;;0.5;gb;1;0;ROUST;Водка_bel;Зеленая Марка;Другая;;;;;июн.50;25.50;;;1;;;;171;78;157;182;1;05.06.2018 12:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1BE13D18-B0FC-4C2B-AF71-F0A5C9485D35;;OthViC0.7;;Other Whiskey;;;;;0.7;cardboard_box;1;0;Other alcoholic drinks;Виски_bel;Other alcoholic drink;Whiskey;;;;;9.00;31.00;;;1;;;Whiskey.png;4429;292;2298;120;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1C256A22-E93C-4F39-88F1-57DAD746937A;;OthOwR0.75;;Other Wine;;;;;0.75;round_box;1;0;Other alcoholic drinks;Вино_bel;Other alcoholic drink;Other Wine;;;;;8.00;30.50;;;1;;;;78;5;29;0;1;09.05.2018 15:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1C31B2AB-4C6C-4E6F-B446-DF556CD09A0C;;ParINB0.7;;Парламент Интернейшнл;;;;;0.7;gb;1;0;ROUST;Водка_bel;Парламент;Интернейшнл;;;;;июл.50;34.00;;;1;;;image218.png;15;1;5;0;1;06.06.2018 0:04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1C6288D3-CBD3-4D5D-9D64-B1721AA461A4;2,1321E+14;FinOrB0.5;;Finlandia Original;;Водка Финляндия;;;0.5;gb;1;1;Brown Forman;Белуга_bel;Finlandia;Original;;;;;июн.50;28.00;;;1;;;4cab598e3d868ac4d812737f206a3386.png;61;13;46;11;1;07.05.2018 21:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1c9eede5-2773-4772-9a82-662748f6be63;;reREp1PC;;ДМП_Небрендированное ДМП_Remeslo Fermera;;;;;1PC;posm;1;0;АСГ;;Ремесло;ДМП_Небрендированное ДМП_Remeslo Fermera;;;;;5.00;10.00;;;1;;;;0;0;0;0;1;06.05.2026 9:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1CC9A22C-EFD7-4355-8DAD-CC6CEA87122C;;DewOwB0.7;;Dewar`s Other Whiskey;;;;;0.7;gb;1;0;Bacardi RUS;Виски_bel;Dewar`s;Other Whiskey;;;;;июл.55;29.95;;;1;;;;7;4;1;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1CDFAB31-6ADB-4ADF-B309-FCDAA199821C;;BacOrC0.7;;Bacardi Other Rum;;;;;0.7;cardboard_box;1;0;Bacardi RUS;Ром_bel;Bacardi;Other Rum;;;;;дек.50;32.20;;;1;;;;59;1;0;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1E1AAB57-6AF0-4099-94F6-2A3D3D5327D0;;Abe__R0.7;;Aberfeldy 12 y.o.;;;;;0.7;round_box;1;0;Bacardi RUS;Виски_bel;Aberfeldy;12 y.o.;;;;;окт.50;22.00;5,00028E+12;;1;;;Aberfeldy 12 y.o. 0.7L GB.jpg;463;14;58;2;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20F8C0F3-C1A8-4E0B-906F-E44F532B7C4E;;CraOwB0.7;;Craigellachie Other Whiskey;;;;;0.7;gb;1;0;Bacardi RUS;Виски_bel;Craigellachie;Other Whiskey;;;;;авг.65;26.38;;;1;;;;0;1;0;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216C7E30-CD59-4BF2-AC7D-4BD931155976;;OthVeC1.0;;Other Vermouth;;;;;1.0;cardboard_box;1;0;Other alcoholic drinks;Джины и др._bel;Other alcoholic drink;Vermouth;;;;;авг.80;33.00;;;1;;;вермуьт.png;3;0;0;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21D1C5F5-DD13-47BB-B707-132DB587D753;;Hen__B0.5;;Hennessy VS;;;;;0.5;gb;1;0;LVMH;Коньяк_bel;Hennessy;VS;;;;;8.00;22.50;;;1;;;henessy vs gb.png;82;8;10;0;1;07.05.2018 21:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224a5138-0acb-46c8-b6c9-24615f359157;;HasHAp1PC;;ДМП_Брендированные ДМП (Бары)_Хаски;;;;;1PC;posm;1;0;АСГ;;Хаски;ДМП_Брендированные ДМП (Бары)_Хаски;;;;;5.00;10.00;;;1;;;;0;0;0;0;1;06.05.2026 9:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227F4DCF-EFDB-447D-B931-AB35B6457D75;;SdpKaB0.75;;Шевалье де Пьер Каберне Совиньон кр сухое;;;;;0.75;gb;1;0;Beluga;Вино_bel;Шевалье де Пьер;Каберне Совиньон кр сухое;;;;;июл.50;30.00;;;1;;;Шевалье де Пьер Каберне Совиньон кр сухое.jpg;35;0;34;0;1;19.06.2018 13:39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231472D0-5499-419D-AF7E-B01267AC598D;;BacCbV0.7;;Bacardi Carta Blanca 0.7L + Schweppes 1L;;;;;0.7;vap;1;0;Bacardi RUS;Ром_bel;Bacardi;Carta Blanca 0.7L + Schweppes 1L;;;;;16.50;30.70;;;2;;;Bacardi Carta Blanca 0.7L + Schweppes 1L.png;323;17;0;0;1;11.05.2018 21:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232cf76e-3ddd-460e-8d8d-4461637f68bd;;SibSIp1PC;;Активность _Кросс-промо_Сиббиттер;;;;;1PC;posm;1;0;АСГ;;Сиббиттер;Активность _Кросс-промо_Сиббиттер;;;;;5.00;10.00;;;1;;;;0;0;0;0;1;06.05.2026 9:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234A4104-A2EB-4127-8CB0-9A27A43C9EDC;;TDeOwB0.7;;The Deveron Other Whiskey;;;;;0.7;gb;1;0;Bacardi RUS;Виски_bel;The Deveron;Other Whiskey;;;;;авг.96;27.82;;;1;;;;23;1;1;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2404B73C-D982-4041-9488-DE687C59FFAB;;JWaBlC0.375;;Johnnie Walker Black Label;;;;;0.375;cardboard_box;1;0;Mey & Diageo;Виски_bel;JW Viski;Black Label;;;;;июн.50;24.00;;;1;;;Johnnie Walker Black Label 0.7L GB.jpg;18;3;1;2;1;21.03.2018 12:13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24AF68E1-2D04-42A5-B00A-955F7D315384;;Tai__B0.7;;Тайга;;;;;0.7;gb;1;0;Сарапульский  ЛВЗ;Водка_bel;Тайга;__;;;;;июл.50;29.00;;;1;;;тайга.png;32;0;25;0;1;28.06.2018 10:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25722754-4410-4790-B24C-974833A6B7D7;;Oth__V0.7;;Other alcoholic drink;;;;;0.7;vap;1;0;Other alcoholic drinks;Другие алкогольные напитки_bel;Other alcoholic drink;_;;;;;18.00;31.00;;;1;;;;12;0;1;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26df6e91-1eb2-4f2b-9504-0fb9eb29aa1d;;SibSIp1PC;;POSm_Спецценник на полке_Сиббиттер;;;;;1PC;posm;1;0;АСГ;;Сиббиттер;POSm_Спецценник на полке_Сиббиттер;;;;;5.00;10.00;;;1;;;;0;0;0;0;1;08.05.2026 6:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27C9409B-4A1F-47ED-8A83-D398562BEDC9;;WLaOwB0.5;;William Lawson`s Other Whiskey;;;;;0.5;gb;1;0;Bacardi RUS;Виски_bel;William Lawson`s;Other Whiskey;;;;;7.00;27.50;;;1;;;;0;0;0;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28012B3D-E496-4060-A036-934E9BD672B3;;PerSOB0.25;;"Водки ТМ ""Первак"" Солодовый 0.25";;;;;0.25;gb;1;0;ТДМ;Водка_bel;"ТМ ""Первак""";Солодовый 0.25;;;;;май.30;18.70;104190250;33837334c8fb0713bdba5a504baa57c7.jpg;1;;;860f12edde0989e80c669f63281c18f0.jpg;58;1;0;0;1;23.07.2018 22:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2868153E-04AA-44E2-B65E-4592678D77C8;;OthOsB0.5;;Other alcoholic drink;;;;;0.5;gb;1;0;Other alcoholic drinks;Другие алкогольные напитки_bel;Other alcoholic drink;_;;;;;июл.50;25.00;;;1;;;2018-04-30_03-38-06.png;8708;946;3429;551;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28A6D03F-BED7-49AD-B26F-A677984B81D9;;OthCoC0.5;;Other cognac;;;;;0.5;cardboard_box;1;0;Other alcoholic drinks;Коньяк_bel;Other alcoholic drink;Cognac;;;;;июл.50;24.00;;;1;;;2018-05-07_23-29-29.png;4689;265;3369;191;1;07.05.2018 21:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28DE364A-1D9B-41F8-AD5D-78EDC4C6E7B3;;POzDrB0.25;;Пять Озер Другая;;;;;0.25;gb;1;0;АСГ;Водка_bel;Пять Озер;Особая Другая;;;;;авг.30;18.40;;;1;;;;63;2;29;4;1;05.06.2018 12:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29847389-C3DA-46B4-943C-6718A2C2C276;;BacCbV0.5;;Bacardi Carta Blanca 2*0,5L Lime;;;;;0.5;vap;1;0;Bacardi RUS;Ром_bel;Bacardi;Carta Blanca 2*0,5L Lime;;;;;14.00;26.30;;Безымянный.png;2;;;f8913ad1878f3c79d8d4d1a88546d27c.png;63;0;3;0;1;10.05.2018 20:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29f30046-bcf1-46b5-9bac-3b9d036d97a7;;POzPOp1PC;;ДМП_Брендированные ДМП (Бары)_Пять Озер;;;;;1PC;posm;1;0;АСГ;;Пять Озер;ДМП_Брендированные ДМП (Бары)_Пять Озер;;;;;5.00;10.00;;;1;;;;0;0;0;0;1;06.05.2026 9:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A1F2CD2-1FE9-490C-872D-91C2999C6196;;AbeOwB0.7;;Aberfeldy Other Whiskey;;;;;0.7;gb;1;0;Bacardi RUS;Виски_bel;Aberfeldy;Other Whiskey;;;;;сен.50;20.00;;;1;;;;35;4;6;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B2BD8DF-4376-4091-A80D-424A4BD6FF49;;Cra__R0.7;;Craigellachie 13 y.o.;;;;;0.7;round_box;1;0;Bacardi RUS;Виски_bel;Craigellachie;13 y.o.;;;;;сен.50;27.00;5,00028E+12;;1;;;Craigellachie 13 y.o. 0.7L GB.jpg;137;10;15;0;1;02.03.2018 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
