Product ID;Product Position;Promotion;Product Category;Seasonal;Sales Volume;brand;url;sku;name;description;price;scraped_at;section
147449;End-cap;No;Clothing;No;5;Zara;https://www.zara.com/us/en/suede-running-sneakers-p12320320.html;316608794-802-39;SUEDE RUNNING SNEAKERS;Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.;69.9;08.01.2024;MAN
188909;Aisle;Yes;Clothing;Yes;2;Zara;https://www.zara.com/us/en/asymmetric-cropped-knit-sweater-p06771149.html;336449731-712-1;ASYMMETRIC CROPPED KNIT SWEATER;Woven V-neckline long sleeve sweater. Asymmetric hem.;39.9;09.01.2024;WOMAN
193332;Aisle;Yes;Clothing;No;1;Zara;https://www.zara.com/us/en/woven-leather-slides-p12708320.html;319205037-800-39;WOVEN LEATHER SLIDES;Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.;49.9;09.01.2024;MAN
146804;Aisle;Yes;Clothing;No;2;Zara;https://www.zara.com/us/en/suede-sneakers-p12216320.html;311307495-131-39;SUEDE SNEAKERS;Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.;69.9;10.01.2024;MAN
188909;Aisle;Yes;Clothing;Yes;5;Zara;https://www.zara.com/us/en/asymmetric-cropped-knit-sweater-p06771149.html;336449731-712-1;ASYMMETRIC CROPPED KNIT SWEATER;Woven V-neckline long sleeve sweater. Asymmetric hem.;39.9;11.01.2024;WOMAN
165910;End-cap;Yes;Clothing;No;6;Zara;https://www.zara.com/us/en/knit-sweater-with-pearls-p02142249.html;313890651-712-2;KNIT SWEATER WITH PEARLS;Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliqué.;69.9;11.01.2024;WOMAN
137121;Aisle;No;Clothing;Yes;5;Zara;https://www.zara.com/us/en/100-feather-fill-puffer-jacket-p04302305.html;312372602-800-2;100% FEATHER FILL PUFFER JACKET;Puffer jacket made of shiny finish technical fabric. Fill is a blend of 80% down and 20% feathers. High collar with adjustable hood and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip closure.;169.0;11.01.2024;MAN
136738;Front of Store;No;Clothing;Yes;3;Zara;https://www.zara.com/us/en/high-collar-knit-sweater-p01509118.html;287414911-803-2;HIGH COLLAR KNIT SWEATER;Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.;82.00;12.01.2024;WOMAN
144497;End-cap;Yes;Clothing;Yes;2;Zara;https://www.zara.com/us/en/striped-knit-sweater-p06427115.html;342171615-104-2;STRIPED KNIT SWEATER;Sweater with high collar and long sleeves. Front zip closure.;49.9;12.01.2024;WOMAN
135036;End-cap;Yes;Clothing;No;4;Zara;https://www.zara.com/us/en/cable-knit-metallic-sweater-p04369103.html;314152967-485-2;CABLE KNIT METALLIC SWEATER;Round neck long sleeve sweater. Metallic fabric detail and frayed trim.;49.9;12.01.2024;WOMAN
166331;Aisle;Yes;Clothing;Yes;8;Zara;https://www.zara.com/us/en/asymmetrical-wool-and-silk-blend-sweater-p09598025.html;324186867-642-2;ASYMMETRICAL WOOL AND SILK BLEND SWEATER;Wool and silk blend sweater. Asymmetric neckline and long sleeves.;59.9;13.01.2024;WOMAN
185102;Aisle;No;Clothing;No;1;Zara;https://www.zara.com/us/en/basic-puffer-jacket-p06985450.html;272145190-250-2;BASIC PUFFER JACKET;Puffer jacket made of tear-resistant ripstop fabric. High collar and adjustable long sleeves with adhesive straps. Welt pockets at hip. Adjustable hem with side elastics. Front zip closure.;19.99;13.01.2024;MAN
188771;Aisle;No;Clothing;No;2;Zara;https://www.zara.com/us/en/tuxedo-jacket-p08896675.html;324052738-800-46;TUXEDO JACKET;Straight fit blazer. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Central back vent at hem. Front button closure.;169.0;13.01.2024;MAN
165910;End-cap;Yes;Clothing;No;4;Zara;https://www.zara.com/us/en/knit-sweater-with-pearls-p02142249.html;313890651-712-2;KNIT SWEATER WITH PEARLS;Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliqué.;69.9;13.01.2024;WOMAN
136738;Front of Store;No;Clothing;Yes;3;Zara;https://www.zara.com/us/en/high-collar-knit-sweater-p01509118.html;287414911-803-2;HIGH COLLAR KNIT SWEATER;Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.;82.00;13.01.2024;WOMAN
144497;End-cap;Yes;Clothing;Yes;5;Zara;https://www.zara.com/us/en/striped-knit-sweater-p06427115.html;342171615-104-2;STRIPED KNIT SWEATER;Sweater with high collar and long sleeves. Front zip closure.;49.9;13.01.2024;WOMAN
180176;End-cap;Yes;Clothing;Yes;2;Zara;https://www.zara.com/us/en/slim-fit-suit-jacket-p01564520.html;335342680-800-44;SLIM FIT SUIT JACKET;Slim fit jacket. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.;129.0;14.01.2024;MAN
112917;Aisle;Yes;Clothing;Yes;6;Zara;https://www.zara.com/us/en/stretch-suit-jacket-p01564300.html;328303236-420-44;STRETCH SUIT JACKET;Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.;129.0;14.01.2024;MAN
165910;End-cap;Yes;Clothing;No;8;Zara;https://www.zara.com/us/en/knit-sweater-with-pearls-p02142249.html;313890651-712-2;KNIT SWEATER WITH PEARLS;Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliqué.;69.9;14.01.2024;WOMAN
136738;Front of Store;No;Clothing;Yes;1;Zara;https://www.zara.com/us/en/high-collar-knit-sweater-p01509118.html;287414911-803-2;HIGH COLLAR KNIT SWEATER;Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.;82.00;14.01.2024;WOMAN
144497;End-cap;Yes;Clothing;Yes;4;Zara;https://www.zara.com/us/en/striped-knit-sweater-p06427115.html;342171615-104-2;STRIPED KNIT SWEATER;Sweater with high collar and long sleeves. Front zip closure.;49.9;14.01.2024;WOMAN
135036;End-cap;Yes;Clothing;No;7;Zara;https://www.zara.com/us/en/cable-knit-metallic-sweater-p04369103.html;314152967-485-2;CABLE KNIT METALLIC SWEATER;Round neck long sleeve sweater. Metallic fabric detail and frayed trim.;49.9;14.01.2024;WOMAN
166331;Aisle;Yes;Clothing;Yes;5;Zara;https://www.zara.com/us/en/asymmetrical-wool-and-silk-blend-sweater-p09598025.html;324186867-642-2;ASYMMETRICAL WOOL AND SILK BLEND SWEATER;Wool and silk blend sweater. Asymmetric neckline and long sleeves.;59.9;14.01.2024;WOMAN
139789;Aisle;No;Clothing;Yes;9;Zara;https://www.zara.com/us/en/wool-and-cashmere-blend-rib-sweater-p02893054.html;316900618-809-2;WOOL AND CASHMERE BLEND RIB SWEATER;Sweater made with 80% wool and 20% cashmere. Round neck and long sleeves.;69.9;14.01.2024;WOMAN
118569;Aisle;No;Clothing;Yes;8;Zara;https://www.zara.com/us/en/alpaca-and-wool-blend-tie-dye-knit-sweater-p02142220.html;313890645-330-2;ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER;Sweater made with 31% wool and 28% alpaca. Round neck and long sleeves.;49.9;14.01.2024;WOMAN
155848;End-cap;Yes;Clothing;No;6;Zara;https://www.zara.com/us/en/mock-neck-wool-and-silk-blend-knit-top-p09598125.html;324597432-800-2;MOCK NECK WOOL AND SILK BLEND KNIT TOP;Wool and silk blend top. High collar and long sleeves.;49.9;14.01.2024;WOMAN
152563;Front of Store;No;Clothing;Yes;7;Zara;https://www.zara.com/us/en/cashmere-blend-knit-sweater-p02893169.html;313890686-731-2;CASHMERE BLEND KNIT SWEATER;Sweater made with 95% cashmere. V-neck and long sleeves. Rib trim.;169.0;15.01.2024;WOMAN
115153;Aisle;No;Clothing;No;9;Zara;https://www.zara.com/us/en/alpaca-blend-open-knit-sweater-p05755132.html;313890650-712-2;ALPACA BLEND OPEN KNIT SWEATER;Sweater made with 63% alpaca. Round neck and long sleeves.;79.9;16.01.2024;WOMAN
125938;Aisle;Yes;Clothing;Yes;1;Zara;https://www.zara.com/us/en/oversized-knit-sweater-p09598288.html;313890680-450-2;OVERSIZED KNIT SWEATER;Sweater made with 20% wool and 17% alpaca. Crew neck and long sleeves. Tonal rib trim.;49.9;17.01.2024;WOMAN
122809;End-cap;No;Clothing;Yes;1;Zara;https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html;344575855-982-2;WOOL BLEND KNIT SWEATER;Sweater made with 31% wool. Round neck and long sleeves. Rib trim.;49.9;17.01.2024;WOMAN
192936;End-cap;No;Clothing;Yes;7;Zara;https://www.zara.com/us/en/double-faced-jacket-p08281477.html;312368260-800-2;DOUBLE FACED JACKET;Jacket made of faux leather faux shearling with fleece interior. Tabbed lapel collar. Long sleeves. Zip pockets at hip. Front zip closure.;139.0;17.01.2024;MAN
117590;End-cap;No;Clothing;No;3;Zara;https://www.zara.com/us/en/contrasting-collar-jacket-p06987331.html;320298385-807-2;CONTRASTING COLLAR JACKET;Relaxed fit jacket. Contrasting lapel collar and long sleeves with buttoned cuffs. Front pouch pockets. Interior pocket. Washed effect. Front zip closure.;79.9;18.01.2024;MAN
166331;Aisle;Yes;Clothing;Yes;6;Zara;https://www.zara.com/us/en/asymmetrical-wool-and-silk-blend-sweater-p09598025.html;324186867-642-2;ASYMMETRICAL WOOL AND SILK BLEND SWEATER;Wool and silk blend sweater. Asymmetric neckline and long sleeves.;59.9;19.01.2024;WOMAN
139789;Aisle;No;Clothing;Yes;5;Zara;https://www.zara.com/us/en/wool-and-cashmere-blend-rib-sweater-p02893054.html;316900618-809-2;WOOL AND CASHMERE BLEND RIB SWEATER;Sweater made with 80% wool and 20% cashmere. Round neck and long sleeves.;69.9;20.01.2024;WOMAN
118569;Aisle;No;Clothing;Yes;4;Zara;https://www.zara.com/us/en/alpaca-and-wool-blend-tie-dye-knit-sweater-p02142220.html;313890645-330-2;ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER;Sweater made with 31% wool and 28% alpaca. Round neck and long sleeves.;49.9;20.01.2024;WOMAN
155848;End-cap;Yes;Clothing;No;7;Zara;https://www.zara.com/us/en/mock-neck-wool-and-silk-blend-knit-top-p09598125.html;324597432-800-2;MOCK NECK WOOL AND SILK BLEND KNIT TOP;Wool and silk blend top. High collar and long sleeves.;49.9;20.01.2024;WOMAN
152563;Front of Store;No;Clothing;Yes;9;Zara;https://www.zara.com/us/en/cashmere-blend-knit-sweater-p02893169.html;313890686-731-2;CASHMERE BLEND KNIT SWEATER;Sweater made with 95% cashmere. V-neck and long sleeves. Rib trim.;169.0;20.01.2024;WOMAN
115153;Aisle;No;Clothing;No;6;Zara;https://www.zara.com/us/en/alpaca-blend-open-knit-sweater-p05755132.html;313890650-712-2;ALPACA BLEND OPEN KNIT SWEATER;Sweater made with 63% alpaca. Round neck and long sleeves.;79.9;20.01.2024;WOMAN
125938;Aisle;Yes;Clothing;Yes;4;Zara;https://www.zara.com/us/en/oversized-knit-sweater-p09598288.html;313890680-450-2;OVERSIZED KNIT SWEATER;Sweater made with 20% wool and 17% alpaca. Crew neck and long sleeves. Tonal rib trim.;49.9;20.01.2024;WOMAN
122809;End-cap;No;Clothing;Yes;3;Zara;https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html;344575855-982-2;WOOL BLEND KNIT SWEATER;Sweater made with 31% wool. Round neck and long sleeves. Rib trim.;49.9;21.01.2024;WOMAN
181502;Front of Store;Yes;Clothing;No;6;Zara;https://www.zara.com/us/en/soft-jewel-sweater-p02298153.html;323175653-803-2;SOFT JEWEL SWEATER;Sweater made of soft touch fabric. Round neckline with jewel appliqués and long sleeves.;39.9;21.01.2024;WOMAN
182779;End-cap;Yes;Clothing;Yes;9;Zara;https://www.zara.com/us/en/faux-fur-jewel-sweater-p07901339.html;324814227-400-2;FAUX FUR JEWEL SWEATER;Round neck short sleeve sweater. Soft feel faux fur fabric. Jewel appliqués.;35.9;21.01.2024;WOMAN
155674;Front of Store;No;Clothing;No;3;Zara;https://www.zara.com/us/en/metal-bead-knit-sweater-p03920018.html;323218942-800-2;METAL BEAD KNIT SWEATER;Round neck long sleeve sweater. Side slit at hem with metal bead appliqués.;49.9;21.01.2024;WOMAN
110329;Front of Store;No;Clothing;Yes;6;Zara;https://www.zara.com/us/en/contrast-sole-leather-sneakers-p12510320.html;314937773-800-39;CONTRAST SOLE LEATHER SNEAKERS;Sneakers. Made of leather. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Rounded shape. Chunky sole.;69.9;22.01.2024;MAN
147449;End-cap;No;Clothing;No;5;Zara;https://www.zara.com/us/en/suede-running-sneakers-p12320320.html;316608794-802-39;SUEDE RUNNING SNEAKERS;Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.;69.9;23.01.2024;MAN
193332;Aisle;Yes;Clothing;No;2;Zara;https://www.zara.com/us/en/woven-leather-slides-p12708320.html;319205037-800-39;WOVEN LEATHER SLIDES;Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.;49.9;24.01.2024;MAN
165910;End-cap;Yes;Clothing;No;7;Zara;https://www.zara.com/us/en/knit-sweater-with-pearls-p02142249.html;313890651-712-2;KNIT SWEATER WITH PEARLS;Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliqué.;69.9;24.01.2024;WOMAN
146804;Aisle;Yes;Clothing;No;5;Zara;https://www.zara.com/us/en/suede-sneakers-p12216320.html;311307495-131-39;SUEDE SNEAKERS;Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.;69.9;25.01.2024;MAN
188909;Aisle;Yes;Clothing;Yes;8;Zara;https://www.zara.com/us/en/asymmetric-cropped-knit-sweater-p06771149.html;336449731-712-1;ASYMMETRIC CROPPED KNIT SWEATER;Woven V-neckline long sleeve sweater. Asymmetric hem.;39.9;25.01.2024;WOMAN
165910;End-cap;Yes;Clothing;No;9;Zara;https://www.zara.com/us/en/knit-sweater-with-pearls-p02142249.html;313890651-712-2;KNIT SWEATER WITH PEARLS;Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliqué.;69.9;25.01.2024;WOMAN
136738;Front of Store;No;Clothing;Yes;6;Zara;https://www.zara.com/us/en/high-collar-knit-sweater-p01509118.html;287414911-803-2;HIGH COLLAR KNIT SWEATER;Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.;82.00;26.01.2024;WOMAN
147449;End-cap;No;Clothing;No;4;Zara;https://www.zara.com/us/en/suede-running-sneakers-p12320320.html;316608794-802-39;SUEDE RUNNING SNEAKERS;Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.;69.9;27.01.2024;MAN
193332;Aisle;Yes;Clothing;No;3;Zara;https://www.zara.com/us/en/woven-leather-slides-p12708320.html;319205037-800-39;WOVEN LEATHER SLIDES;Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.;49.9;27.01.2024;MAN
146804;Aisle;Yes;Clothing;No;2;Zara;https://www.zara.com/us/en/suede-sneakers-p12216320.html;311307495-131-39;SUEDE SNEAKERS;Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.;69.9;27.01.2024;MAN
188909;Aisle;Yes;Clothing;Yes;2;Zara;https://www.zara.com/us/en/asymmetric-cropped-knit-sweater-p06771149.html;336449731-712-1;ASYMMETRIC CROPPED KNIT SWEATER;Woven V-neckline long sleeve sweater. Asymmetric hem.;39.9;27.01.2024;WOMAN
165910;End-cap;Yes;Clothing;No;5;Zara;https://www.zara.com/us/en/knit-sweater-with-pearls-p02142249.html;313890651-712-2;KNIT SWEATER WITH PEARLS;Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliqué.;69.9;27.01.2024;WOMAN
136738;Front of Store;No;Clothing;Yes;8;Zara;https://www.zara.com/us/en/high-collar-knit-sweater-p01509118.html;287414911-803-2;HIGH COLLAR KNIT SWEATER;Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.;82.00;27.01.2024;WOMAN
144497;End-cap;Yes;Clothing;Yes;9;Zara;https://www.zara.com/us/en/striped-knit-sweater-p06427115.html;342171615-104-2;STRIPED KNIT SWEATER;Sweater with high collar and long sleeves. Front zip closure.;49.9;28.01.2024;WOMAN
135036;End-cap;Yes;Clothing;No;2;Zara;https://www.zara.com/us/en/cable-knit-metallic-sweater-p04369103.html;314152967-485-2;CABLE KNIT METALLIC SWEATER;Round neck long sleeve sweater. Metallic fabric detail and frayed trim.;49.9;28.01.2024;WOMAN
166331;Aisle;Yes;Clothing;Yes;5;Zara;https://www.zara.com/us/en/asymmetrical-wool-and-silk-blend-sweater-p09598025.html;324186867-642-2;ASYMMETRICAL WOOL AND SILK BLEND SWEATER;Wool and silk blend sweater. Asymmetric neckline and long sleeves.;59.9;28.01.2024;WOMAN
144497;End-cap;Yes;Clothing;Yes;6;Zara;https://www.zara.com/us/en/striped-knit-sweater-p06427115.html;342171615-104-2;STRIPED KNIT SWEATER;Sweater with high collar and long sleeves. Front zip closure.;49.9;28.01.2024;WOMAN
135036;End-cap;Yes;Clothing;No;9;Zara;https://www.zara.com/us/en/cable-knit-metallic-sweater-p04369103.html;314152967-485-2;CABLE KNIT METALLIC SWEATER;Round neck long sleeve sweater. Metallic fabric detail and frayed trim.;49.9;28.01.2024;WOMAN
166331;Aisle;Yes;Clothing;Yes;3;Zara;https://www.zara.com/us/en/asymmetrical-wool-and-silk-blend-sweater-p09598025.html;324186867-642-2;ASYMMETRICAL WOOL AND SILK BLEND SWEATER;Wool and silk blend sweater. Asymmetric neckline and long sleeves.;59.9;28.01.2024;WOMAN
171061;Aisle;No;Clothing;Yes;2;Zara;https://www.zara.com/us/en/plaid-overshirt-p08281303.html;320026789-714-2;PLAID OVERSHIRT;Relaxed fit overshirt made of viscose blend fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.;59.9;29.01.2024;MAN
126979;Front of Store;No;Clothing;No;6;Zara;https://www.zara.com/us/en/knit-sweater-with-piping-p05536151.html;311297787-806-1;KNIT SWEATER WITH PIPING;Round neck long sleeve sweater. Contrasting piping detail. Rib trim.;49.9;30.01.2024;WOMAN
119049;Aisle;No;Clothing;Yes;5;Zara;https://www.zara.com/us/en/pocket-denim-overshirt-p01472403.html;323216360-406-2;POCKET DENIM OVERSHIRT;Boxy fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Washed effect. Front button closure.;89.9;31.01.2024;MAN
158781;End-cap;Yes;Clothing;Yes;1;Zara;https://www.zara.com/us/en/faux-suede-overshirt-p03715303.html;318209963-800-2;FAUX SUEDE OVERSHIRT;Relaxed fit overshirt. Lapel collar and long sleeves. Chest patch pocket. Front snap button closure.;69.9;01.02.2024;MAN
185809;End-cap;No;Clothing;No;7;Zara;https://www.zara.com/us/en/knit-sweater-with-rips-p00021110.html;313890688-330-1;KNIT SWEATER WITH RIPS;Round neck long sleeve sweater. Openwork detail with rips.;49.9;01.02.2024;WOMAN
171520;End-cap;Yes;Clothing;Yes;2;Zara;https://www.zara.com/us/en/gathered-waist-knit-sweater-p05536012.html;322451460-800-1;GATHERED WAIST KNIT SWEATER;Round neck long sleeve sweater. Fitted waist with side ruching.;47.9;02.02.2024;WOMAN
148230;Front of Store;Yes;Clothing;No;5;Zara;https://www.zara.com/us/en/jewel-knit-sweater-p05755005.html;321480271-802-2;JEWEL KNIT SWEATER;Round neck sweater with jewel appliqués and long sleeves. Back opening with button closure.;59.9;03.02.2024;WOMAN
126979;Front of Store;No;Clothing;No;8;Zara;https://www.zara.com/us/en/knit-sweater-with-piping-p05536151.html;311297787-806-1;KNIT SWEATER WITH PIPING;Round neck long sleeve sweater. Contrasting piping detail. Rib trim.;49.9;03.02.2024;WOMAN
135521;End-cap;No;Clothing;Yes;9;Zara;https://www.zara.com/us/en/fine-knit-crop-sweater-p09598029.html;322677494-446-1;FINE KNIT CROP SWEATER;Cropped fine knit sweater with round neck and long sleeves.;39.9;03.02.2024;WOMAN
185809;End-cap;No;Clothing;No;5;Zara;https://www.zara.com/us/en/knit-sweater-with-rips-p00021110.html;313890688-330-1;KNIT SWEATER WITH RIPS;Round neck long sleeve sweater. Openwork detail with rips.;49.9;03.02.2024;WOMAN
171520;End-cap;Yes;Clothing;Yes;8;Zara;https://www.zara.com/us/en/gathered-waist-knit-sweater-p05536012.html;322451460-800-1;GATHERED WAIST KNIT SWEATER;Round neck long sleeve sweater. Fitted waist with side ruching.;47.9;03.02.2024;WOMAN
122926;End-cap;No;Clothing;No;4;Zara;https://www.zara.com/us/en/knit-v-neck-sweater-p06771003.html;319465261-800-2;KNIT V-NECK SWEATER;V-neck sweater with long sleeves. Rib trim.;45.9;04.02.2024;WOMAN
150953;Front of Store;Yes;Clothing;Yes;3;Zara;https://www.zara.com/us/en/basic-foil-knit-sweater-p00506101.html;317331009-312-2;BASIC FOIL KNIT SWEATER;Round neck long sleeve sweater. Rib trim.;35.9;04.02.2024;WOMAN
152174;End-cap;No;Clothing;No;5;Zara;https://www.zara.com/us/en/faux-leather-jacket-p03427320.html;317012940-800-2;FAUX LEATHER JACKET;Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.;99.9;04.02.2024;MAN
129906;Aisle;No;Clothing;No;7;Zara;https://www.zara.com/us/en/faux-suede-bomber-jacket-p06318600.html;311292672-800-2;FAUX SUEDE BOMBER JACKET;Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.;69.9;04.02.2024;MAN
195879;Front of Store;Yes;Clothing;Yes;3;Zara;https://www.zara.com/us/en/denim-bomber-jacket-p00621400.html;321496837-400-3;DENIM BOMBER JACKET;Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.;129.0;04.02.2024;MAN
